,,
7558,Poems and Ballads (Third Series),Algernon Charles Swinburne
7559,The Well of Saint Clare,Anatole  France
7560,Lourdes,Robert Hugh Benson
7561,Gambara,Honore de Balzac
7562,Lore of Proserpine,Maurice Hewlett
7563,Aesop's Fables,Aesop
7564,The Wit and Humor of America· Volume III. (of X.),Various
7565,The Little Red Hen,Florence White Williams
7566,Illustrated Catalogue Of The Collections Obtained From The Indians Of New Mexico And Arizona In 1879,James Stevenson
7567,Zophiel,Maria Gowen Brooks
7568,The Railway Children,E. Nesbit
7569,Rouen· It's History and Monuments,Theodore Licquet
7570,Willie Mouse,Alta Tabor
7571,Krindlesyke,Wilfrid Wilson Gibson
7572,The Great Round World and What Is Going On In It· Vol. 2· No. 23· June 9· 1898,Various
7573,The Great Round World and What Is Going On In It· Vol. 2· No. 24· June 16· 1898,Various
7574,Transactions of the American Society of Civil Engineers· Vol. LXX· Dec. 1910,Beverly S.  Randolph
7575,Transactions of the American Society of Civil Engineers· Vol. LXX· Dec. 1910,A. Kempkey
7576,Painted Windows,Elia W. Peattie
7577,Wandering Heath,Sir Arthur Thomas Quiller-Couch
7578,Undine,Friedrich de la Motte Fouquee
7579,The Space Pioneers,Carey Rockwell
7580,Ohio Biological Survey· Bull. 10· Vol. 11· No. 6,Bruce Fink and Leafy J. Corrington
7581,Summa Theologica· Part II-II (Secunda Secundae),Thomas Aquinas
7582,The Heart's Kingdom,Maria Thompson Daviess
7583,Prince Henry the Navigator· the Hero of Portugal and of Modern Discovery· 1394-1460 A.D.,C. Raymond Beazley
7584,By Berwen Banks,Allen Raine
7585,From the Ball-Room to Hell,T. A. Faulkner
7586,The Shape of Fear,Elia W. Peattie
7587,Wee Peter Pug,Ernest Aris
7588,The Circular Study,Anna Katharine Green
7589,The Works of Lord Byron· Volume 6,Lord Byron
7590,Scientific American Supplement· No. 365· December 30· 1882,Various
7591,Life in Morocco and Glimpses Beyond,Budgett Meakin
7592,Famous Adventures And Prison Escapes of the Civil War,Various
7593,Early Reviews of English Poets,John Louis Haney
7594,Stories about Animals: with Pictures to Match,Francis C. Woodworth
7595,The Sky Is Falling,Lester del Rey
7596,The Autobiography of a Play,Bronson Howard
7597,A Mountain Woman and Others,(AKA Elia Wilkinson) Elia W. Peattie
7598,A Christmas Story,Samuel W. Francis
7599,Twentieth Century Negro Literature,Various
7600,The Sun Of Quebec,Joseph A. Altsheler
7601,Chambers's Edinburgh Journal· No. 435,Various
7602,The Wit and Humor of America· Volume IV. (of X.),Various
7603,Ruth Arnold,Lucy Byerley
7604,Garthowen,Allen Raine
7605,Physiology and Hygiene for Secondary Schools,Francis M. Walters· A.M.
7606,A Millionaire of Yesterday,E. Phillips Oppenheim
7607,Shakespeare and the Modern Stage,Sir Sidney Lee
7608,Hero and Leander,Christopher Marlowe
7609,Studies in Song· A Century of Roundels· Sonnets on English Dramatic Poets· The Heptalogia· Etc,Algernon Charles Swinburne
7610,Transactions of the American Society of Civil Engineers· Vol. LXX· Dec. 1910,Various
7611,Treachery in Outer Space,Carey Rockwell and Louis Glanzman
7612,Life of St. Francis of Assisi,Paul Sabatier
7613,Post-Prandial Philosophy,Grant Allen
7614,Swirling Waters,Max Rittenberg
7615,Royalty Restored,J. Fitzgerald Molloy
7616,The Insect Folk,Margaret Warner Morley
7617,Outlines of a Mechanical Theory of Storms,T. Bassnett
7618,John Gabriel Borkman,Henrik Ibsen
7619,Three Years' War,Christiaan Rudolf de Wet
7620,Transactions of the American Society of Civil Engineers· Vol. LXX· Dec. 1910,John A. Bensel
7621,Chambers's Edinburgh Journal· No. 436,Various
7622,The Growth of English Drama,Arnold Wynne
7623,The Pathfinder,James Fenimore Cooper
7624,Last Enemy,Henry Beam Piper
7625,Green Valley,Katharine Reynolds
7626,Fighting for the Right,Oliver Optic
7627,Prose Masterpieces from Modern Essayists,James Anthony Froude· Edward A. Freeman· William Ewart Gladstone· John Henry Newman and Leslie Stephen
7628,He Walked Around the Horses,Henry Beam Piper
7629,Recollections of the late William Beckford,Henry Venn Lansdown
7630,The Call of the Canyon,Zane Grey
7631,Alec Forbes of Howglen,George MacDonald
7632,The Light Princess and Other Fairy Stories,George MacDonald
7633,The Tiger of Mysore,G. A. Henty
7634,The Mercenaries,Henry Beam Piper
7635,The Mark of the Beast,Sidney Watson
7636,Stand By The Union,Oliver Optic
7637,Ralestone Luck,Andre Norton
7638,On the Evolution of Language,John Wesley Powell
7639,Hume,T.H. Huxley
7640,Continental Monthly· Volume 5· Issue 4,Various
7641,Personal Recollections of Birmingham and Birmingham Men,E. Edwards
7642,The House of Martha,Frank R. Stockton
7643,Modern Eloquence: Vol II· After-Dinner Speeches E-O,Various
7644,Fairies and Folk of Ireland,William Henry Frost
7645,The Poetical Works of Edward Young· Volume 2,Edward Young
7646,Selections From the Writings of the Bab,the Bab
7647,Winner Take All,Larry Evans
7648,The Wife and Other Stories,Anton Chekhov
7649,Time and Time Again,Henry Beam Piper
7650,A Cardinal Sin,Eug�ne Sue
7651,With Clive in India,G. A. Henty
7652,Prisoners,Mary Cholmondeley
7653,The Concept of Nature,Alfred North Whitehead
7654,The Belgians to the Front,Colonel James Fiske
7655,Avril,H. Belloc
7656,The Exiles,Honore de Balzac
7657,A Dream of Empire,William Henry Venable
7658,Elizabethan Sonnet Cycles,Thomas Lodge and Giles Fletcher
7659,Elizabethan Sonnet-Cycles,Samuel Daniel and Henry Constable
7660,Applied Psychology for Nurses,Mary F. Porter
7661,The Rebellion of Margaret,Geraldine Mockler
7662,Seeing Europe with Famous Authors· Volume 7,Various
7663,Voodoo Planet,Andre Norton
7664,The White Sister,F. Marion Crawford
7665,Continental Monthly · Vol V.  Issue III.  March· 1864,Various
7666,Bunyan Characters,Alexander Whyte
7667,Gibbon,James Cotter Morison
7668,The Brochure Series of Architectural Illustration· Volume 01· No. 03· March 1895,Various
7669,Chambers's Edinburgh Journal· No. 438,Various
7670,The Gourmet's Guide to Europe,Algernon Bastard
7671,The Return,H. Beam Piper and John J. McGuire
7672,The Settling of the Sage,Hal G. Evarts
7673,A Journey to the Centre of the Earth,Jules Verne
7674,Cross Purposes and The Shadows,George MacDonald
7675,Bunyan Characters (Second Series),Alexander Whyte
7676,Shadows of the Stage,William Winter
7677,Temple Trouble,Henry Beam Piper
7678,The Uncollected Writings of Thomas de Quincey--Vol. 1,Thomas de Quincey
7679,The Loom of Youth,Alec Waugh
7680,Scientific American· Volume 40· No. 13· March 29· 1879,Various
7681,The Poems and Fragments of Catullus,Catullus
7682,With Kitchener in the Soudan,G. A. Henty
7683,On Limitations To The Use Of Some Anthropologic Data,J. W. Powell
7684,The Life of the Spider,J. Henri Fabre
7685,A Channel Passage and Other Poems,Algernon Charles Swinburne
7686,The Field of Clover,Laurence Housman
7687,The Boy With the U. S. Foresters,Francis Rolt-Wheeler
7688,The Prairie Wife,Arthur Stringer
7689,Woman Triumphant,Vicente Blasco Ibanez
7690,Highway Transport Commitee Council of National Defence· Bulletin 1,US Government
7691,The Age of the Reformation,Preserved Smith
7692,The Bittermeads Mystery,E. R. Punshon
7693,The New York Times Current History: the European War· February· 1915,Various
7694,The Idiot,John Kendrick Bangs
7695,The Isles of Sunset,Arthur Christopher Benson
7696,The Four Feathers,A. E. W. Mason
7697,Ducks at a Distance,Robert W. Hines
7698,Lippincott's Magazine· Vol. 22· August· 1878,Various
7699,Franklin Kane,Anne Douglas Sedgwick
7700,,
7701,Dot and the Kangaroo,Ethel C. Pedley
7702,A Thoughtless Yes,Helen H. Gardener
7703,Sketches and Studies in Italy and Greece· Complete,John Symonds
7704,Then I'll Come Back to You,Larry Evans
7705,At Home with the Jardines,Lilian Bell
7706,Faith Gartney's Girlhood,Mrs. A. D. T. Whitney
7707,The Epic of Gilgamish,Stephen  Langdon
7708,Chambers's Edinburgh Journal· No. 437,Various
7709,Speaking of Operations--,Irvin S. Cobb
7710,A Text-Book of the History of Painting,John C. Van Dyke
7711,Woman as Decoration,Emily Burbank
7712,Flood Tide,Sara Ware Bassett
7713,The Last Harvest,John Burroughs
7714,The War and Unity,Various
7715,History of English Humour· Vol. 2 (of 2),Alfred Guy Kingan L'Estrange
7716,Holidays at the Grange or A Week's Delight,Emily Mayer Higgins
7717,Christmas,Various
7718,Poems Teachers Ask For,Various
7719,A Plea for Old Cap Collier,Irvin S. Cobb
7720,Diary of a Nursing Sister on the Western Front· 1914-1915,Anonymous
7721,Biology,Edmund Beecher Wilson
7722,Slave Narratives Vol. XIV. South Carolina· Part 1,Various
7723,Hardy Perennials and Old Fashioned Flowers,John Wood
7724,The Atlantic Monthly· Volume 20· No. 117· July· 1867.,Various
7725,The Poetical Works of William Lisle Bowles· Vol. 1,William Lisle Bowles
7726,Daughter of the Sun,Jackson Gregory
7727,Goldsmith,William Black
7728,Extracts From Adam's Diary,Mark Twain (Samuel Clemens)
7729,Judith of Blue Lake Ranch,Jackson Gregory
7730,The Uttermost Farthing,Marie Belloc Lowndes
7731,,
7732,History Of The Missions Of The American Board Of Commissioners For Foreign Missions To The Oriental Churches· Volume I.,Rufus Anderson
7733,Archeological Investigations,Gerard Fowke
7734,Mental Defectives and Sexual Offenders,W. H. Triggs· Donald McGavin· Frederick Truby King· J. Sands Elliot· Ada G. Patterson· C.E. Matthews and J. Beck
7735,Man to Man,Jackson Gregory
7736,My Lady Nicotine,J. M. Barrie
7737,Vanity· All Is Vanity,Anonymous
7738,Little Journeys To The Homes Of Great Teachers,Elbert Hubbard
7739,My First Picture Book,Joseph Martin Kronheim
7740,The Great Book-Collectors,Charles Isaac Elton and Mary Augusta Elton
7741,Andy at Yale,Roy Eliot Stokes
7742,Visit to Iceland,Ida Pfeiffer
7743,The Fight for a Free Sea: A Chronicle of the War of 1812,Ralph D. Paine
7744,Tom Slade at Black Lake,Percy Keese Fitzhugh
7745,Robin,Frances Hodgson Burnett
7746,Continental Monthly · Vol IV· Issue VI· December 1863,Various
7747,Damn!,Henry Louis Mencken
7748,Day of the Moron,Henry Beam Piper
7749,The Short Cut,Jackson Gregory
7750,Benefits Forgot,Honore Willsie
7751,Boy Scouts on a Long Hike,Archibald Lee Fletcher
7752,The Tale of Dickie Deer Mouse,Arthur Scott Bailey
7753,Tom Slade with the Boys Over There,Percy K. Fitzhugh
7754,Autobiography and Letters of Orville Dewey· D.D.,Orville Dewey
7755,Strangers at Lisconnel,Barlow Jane
7756,The Brother Clerks,Xariffa
7757,A Journal From Our Legation in Belgium,Hugh Gibson
7758,Under the Red Robe,Stanley Weyman
7759,The King's Men,Robert Grant· John Boyle O'Reilly· J. S. Dale· and John T.
7760,The Craft of Fiction,Percy Lubbock
7761,Into the Jaws of Death,Jack O'Brien
7762,Wolf Breed,Jackson Gregory
7763,The Substitute Prisoner,Max Marcin
7764,The Bastonnais,John Lesperance
7765,Adventure of a Kite,Harriet Myrtle
7766,Platform Monologues,T. G. Tucker
7767,The Seventh Man,Max Brand
7768,Caves of Terror,Talbot Mundy
7769,Jacobean Embroidery,Ada Wentworth Fitzwilliam and A. F. Morris Hands
7770,Zadig,Voltaire
7771,Day Symbols of the Maya Year,Cyrus Thomas
7772,The North Pole,Robert E. Peary
7773,Continental Monthly · Vol I· Issue I· January 1862,Various
7774,The Wiradyuri and Other Languages of New South Wales,Robert Hamilton Mathews
7775,Narrative of a Journey to the Shores of the Polar Sea· in the Years 1819-20-21-22· Volume 1,John Franklin
7776,Albert Savarus,Honore de Balzac
7777,The Girl's Own Paper· Vol. VIII. No. 358· November 6· 1886.,Various
7778,Dick the Bank Boy,Frank V. Webster
7779,The Starbucks,Opie Percival Read
7780,Narrative of a Journey to the Shores of the Polar Sea· in the years 1819-20-21-22· Volume 2,John Franklin
7781,Response in the Living and Non-Living,Jagadis Chunder Bose
7782,Susan Clegg and Her Neighbors' Affairs,Anne Warner
7783,The First of April,William Combe
7784,How Women Love,Max Simon Nordau
7785,The Village Rector,Honore de Balzac
7786,Billy Whiskers' Adventures,Frances Trego Montgomery
7787,The Late Miss Hollingford,Rosa Mulholland
7788,Current Superstitions,Various
7789,History  of the World War,Francis A. March and Richard J. Beamish
7790,The Vicomte de Bragelonne,Alexandre Dumas
7791,Chambers's Edinburgh Journal· No. 440,Various
7792,The Song Of Hiawatha,Henry W. Longfellow
7793,Typee,Herman Melville
7794,Printcrime,Cory Doctorow
7795,All Aboard,Fannie E. Newberry
7796,Alice's Adventures Under Ground,Lewis Carroll
7797,A Candid Examination of Theism,George John Romanes
7798,The Customs of Old England,F. J. Snell
7799,The Rose of Dawn,Helen Hay
7800,Cabbages and Cauliflowers: How to Grow Them,James John Howard Gregory
7801,Danger Signals,John A. Hill and Jasper Ewing Brady
7802,Sir Joshua Reynolds,Estelle M. Hurll
7803,Secret of the Woods,William J. Long
7804,The Admirable Tinker,Edgar Jepson
7805,Charlotte Bronte and Her Circle,Clement K. Shorter
7806,The Two-Gun Man,Charles Alden Seltzer
7807,Nibsy's Christmas,Jacob A. Riis
7808,Jane Allen: Right Guard,Edith Bancroft
7809,Dave Porter at Star Ranch,Edward Stratemeyer
7810,Tales of Destiny,Edmund Mitchell
7811,Henrik Ibsen's Prose Dramas Vol III.,Henrik Ibsen
7812,Aids to Forensic Medicine and Toxicology,W. G. Aitchison Robertson
7813,The Old Peabody Pew,Kate Douglas Wiggin
7814,The Danvers Jewels· and Sir Charles Danvers,Mary Cholmondeley
7815,The Science of Fingerprints,Federal Bureau of Investigation
7816,A Daughter of the Sioux,Charles King
7817,A Sweet Little Maid,Amy E. Blanchard
7818,The Boss of the Lazy Y,Charles Alden Seltzer
7819,The Revolt on Venus,Carey Rockwell
7820,Irish Plays and Playwrights,Cornelius Weygandt
7821,The Gifts of Asti,Andre Alice Norton
7822,,
7823,A Treatise on Adulterations of Food· and Culinary Poisons,Fredrick Accum
7824,Lippincott's Magazine of Popular Literature and Science· Volume 22. July· 1878.,Various
7825,Alice in Wonderland,Lewis Carroll
7826,Germany and the Germans,Price Collier
7827,Transactions of the American Society of Civil Engineers· Vol. LXVIII· Sept. 1910,James H. Brace and Francis Mason
7828,English Walnuts,Various
7829,The Life and Perambulations of a Mouse,Dorothy Kilner
7830,Blister Jones,John Taintor Foote
7831,Animal Figures in the Maya Codices,Alfred M. Tozzer and Glover M. Allen
7832,The Terrible Twins,Edgar Jepson
7833,Adrift on an Ice-Pan,Wilfred T. Grenfell
7834,The Builders,Joseph Fort Newton
7835,The Governess,Sarah Fielding
7836,Northern Nut Growers Association Report of the Proceedings at the,Various
7837,Modern Religious Cults and Movements,Gaius Glenn Atkins
7838,Stories That  Words Tell Us,Elizabeth  O'Neill
7839,Theory of Circulation by Respiration,Emma Willard
7840,Steve Yeager,William MacLeod Raine
7841,Thoughts on Educational Topics and Institutions,George S. Boutwell
7842,Red-Robin,Jane Abbott
7843,Ordnance Instructions for the United States Navy.,Bureau of Ordnance· USN
7844,Erewhon,Samuel Butler
7845,Seeing Europe with Famous Authors· Vol VIII,Various
7846,Little Alice's Palace,Anonymous
7847,The Triumph of John Kars,Ridgwell Cullum
7848,Swimming Scientifically Taught,Frank Eugen Dalton and Louis C. Dalton
7849,Brigands of the Moon,Ray Cummings
7850,Police Operation,H. Beam Piper
7851,Household Stories by the Brothers Grimm,Jacob Grimm and Wilhelm Grimm
7852,The Silent House,Fergus Hume
7853,Rowdy of the Cross L,B.M. Sinclair· AKA B.M. Bower
7854,Both Sides the Border,G. A. Henty
7855,The Way of the Wind,Zoe Anderson Norris
7856,Cocoa and Chocolate,Arthur W. Knapp
7857,Italy at War and the Allies in the West,E. Alexander Powell
7858,Naudsonce,H. Beam Piper
7859,Salads· Sandwiches and Chafing-Dish Dainties,Janet McKenzie Hill
7860,The Red Book of Heroes,Leonora Blanche Lang
7861,The Adventures of Lightfoot the Deer,Thornton W. Burgess
7862,Her Prairie Knight,B.M. Sinclair· AKA B. M. Bower
7863,Little Journeys to the Homes of the Great - Volume 12,Elbert Hubbard
7864,The Great Round World and What Is Going On In It· Vol. 2· No. 11· March 17· 1898,Various
7865,The Destiny of the Soul,William Rounseville Alger
7866,The Border Boys Across the Frontier,Fremont B. Deering
7867,In the Yule-Log Glow· Book II,Various
7868,The Prelude to Adventure,Hugh Walpole
7869,The King Nobody Wanted,Norman F. Langford
7870,A Pagan of the Hills,Charles Neville Buck
7871,Darwin and Modern Science,A.C. Seward and Others
7872,Star Hunter,Andre Alice Norton
7873,The Adventures of Paddy Beaver,Thornton W. Burgess
7874,Lippincott's Magazine of Popular Literature and Science· Volume 22. October· 1878.,Various
7875,Magic,G.K. Chesterton
7876,Indian Legends and Other Poems,Mary Gardiner Horsford
7877,The Young Carpenters of Freiberg,Anonymous
7878,Christmas in Ritual and Tradition· Christian and Pagan,Clement A. Miles
7879,The Continental Monthly· Vol. III· No. V·  May· 1863,Various
7880,The Covenants And The Covenanters,Various
7881,The Girl with the Green Eyes,Clyde Fitch
7882,Dearest,Henry Beam Piper
7883,The Discovery of a World in the Moone,John Wilkins
7884,Secret Societies And Subversive Movements,Nesta H. Webster
7885,Punch· or the London Charivari· Volume 159· December 1· 1920,Various
7886,An Arkansas Planter,Opie Percival Read
7887,The Golden Silence,C. N. Williamson and A. M. Williamson
7888,Poems,Hattie Howard
7889,Concerning Christian Liberty,Martin Luther
7890,The Arena,Various
7891,Code Three,Rick Raphael
7892,The Emigrant Trail,Geraldine Bonner
7893,Foe-Farrell,Arthur Thomas Quiller-Couch
7894,Roman Britain in 1914,F. Haverfield
7895,How to Sing,Lilli Lehmann
7896,Sergeant York And His People,Sam Cowan
7897,The Philippine Islands· 1493-1898· Volume XXV· 1635-36,Various
7898,Cerberus· The Dog of Hades,Maurice Bloomfield
7899,The Muse of the Department,Honore de Balzac
7900,The Saddle Boys of the Rockies,James Carson
7901,Sword and Gown,George A. Lawrence
7902,Love Instigated,Douglass Sherley
7903,The Botanical Magazine· Vol. V,William Curtis
7904,Raemaekers' Cartoons,Louis Raemaekers
7905,Punch· or the London Charivari· Volume 159· December 8· 1920,Various
7906,The She Boss,Arthur Preston Hankins
7907,The Drums Of Jeopardy,Harold MacGrath
7908,Stonehenge,Frank Stevens
7909,Golden Lads,Arthur Gleason and Helen Hayes Gleason
7910,Banbury Chap Books,Edwin Pearson
7911,Practical Rules for the Management of a Locomotive Engine,Charles Hutton Gregory
7912,The Empire of Love,W. J. Dawson
7913,The Southerner,Thomas Dixon
7914,Hayslope Grange,Emma Leslie
7915,Resonance in Singing and Speaking,Thomas Fillebrown
7916,The Buccaneers in the West Indies in the XVII Century,Clarence Henry Haring
7917,Girlhood and Womanhood,Sarah Tytler
7918,Edison's Conquest of Mars,Garrett Putman Serviss
7919,The Devil Doctor,Sax Rohmer
7920,Correggio,Estelle M. Hurll
7921,Report by the Governor on a Visit to the Micmac Indians at Bay d'Espoir,William MacGregor
7922,The Time Traders,Andre Norton
7923,The Entailed Hat,George Alfred Townsend
7924,The House in the Mist,Anna Katharine Green
7925,The Henchman,Mark Lee Luther
7926,The Second Thoughts of An Idle Fellow,Jerome K. Jerome
7927,The Red Conspiracy,Joseph J. Mereto
7928,Punch· or the London Charivari· Volume 159· August 11· 1920,Various
7929,A New System; or· an Analysis of Antient Mythology. Volume I.,Jacob Bryant
7930,With Lee in Virginia,G. A. Henty
7931,The Seminole Indians of Florida,Clay MacCauley
7932,The Continental Monthly· Vol III· Issue VI· June· 1863,Various
7933,A Mother's List of Books for Children,Gertrude Weld Arnold
7934,The Return,H. Beam Piper and John J. McGuire
7935,The Great Stone Face,Nathaniel Hawthorne
7936,Disturbed Ireland,Bernard H. Becker
7937,The Lost Valley,J. M. Walsh
7938,Lectures on Art,John Ruskin
7939,Eulogy on Chief-Justice Chase,William M. Evarts
7940,The Quirt,B.M. Bower
7941,Billy Whiskers,Frances Trego Montgomery
7942,Studies in Forensic Psychiatry,Bernard Glueck
7943,Baseball ABC,McLoughlin Bros.
7944,The Queen of Hearts,Wilkie Collins
7945,Primavera,Stephen Phillips· Laurence Binyon· Manmohan Ghose and Arthur Shearly Cripps
7946,The Moving Picture Girls,Laura Lee Hope
7947,An Australian in China,George Ernest Morrison
7948,The Cow Puncher,Robert J. C. Stead
7949,The Man Who Rocked the Earth,Arthur Train
7950,A Little Rebel,Margaret Wolfe Hungerford
7951,Hey Diddle Diddle and Baby Bunting,Randolph Caldecott
7952,Kelly Miller's History of the World War for Human Rights,Kelly Miller
7953,Long Odds,H. Rider Haggard
7954,Scientific  American· Volume XXIV.· No. 12·  March 18· 1871,Various
7955,Chambers's Edinburgh Journal· No. 439,Various
7956,Santa Teresa,Alexander Whyte
7957,Poems,Christina G. Rossetti
7958,Ballads,Horatio Alger· Jr.
7959,Men Called Him Master,Elwyn Allen Smith
7960,The Fruit of the Tree,Edith Wharton
7961,What is Darwinism?,Charles Hodge
7962,Making the Most of Life,J. R. Miller
7963,Rebel Raider,H. Beam Piper
7964,Rollo in the Woods,Jacob Abbott
7965,Homeburg Memories,George Helgesen Fitch
7966,How Freckle Frog Made Herself Pretty,Charlotte B. Herr
7967,Aliens or Americans?,Howard B. Grose
7968,The Friendships of Women,William Rounseville Alger
7969,,
7970,The History of a Lie,Herman Bernstein
7971,Cicely and Other Stories,Annie Fellows Johnston
7972,The Great Round World and What Is Going On In It· Vol. 2· No. 5· February 3· 1898,Various
7973,Lady Larkspur,Meredith Nicholson
7974,The Vikings of Helgeland,Henrik Ibsen
7975,Under Drake's Flag,G. A. Henty
7976,The Firelight Fairy Book,Henry  Beston
7977,Vitality Supreme,Bernarr Macfadden
7978,The Andes and the Amazon,James Orton
7979,The Chouans,Honore de Balzac
7980,The History of England in Three Volumes· Vol.I.· Part A.,David Hume
7981,The History of England in Three Volumes· Vol.I.· Part B.,David Hume
7982,The History of England in Three Volumes· Vol.I.· Part C.,David Hume
7983,The History of England in Three Volumes· Vol.I.· Part D.,David Hume
7984,The History of England in Three Volumes· Vol.I.· Part E.,David Hume
7985,The History of England in Three Volumes· Vol.I.· Part F.,David Hume
7986,The History of England in Three Volumes· Vol.II.,Tobias Smollett
7987,The History of England in Three Volumes· Vol.III.,E. Farr and E. H. Nolan
7988,Deirdre of the Sorrows,J. M. Synge
7989,Irish Wit and Humor,Anonymous
7990,The Golden Treasury,Various
7991,Modern English Books of Power,George Hamlin Fitch
7992,At War with Pontiac,Kirk Munroe and J. Finnemore
7993,The Alchemist's Secret,Isabel Cecilia Williams
7994,Joyce of the North Woods,Harriet T. Comstock
7995,The Dog's Book of Verse,Various
7996,Anticipations,Herbert George Wells
7997,,
7998,The Story of Paul Boyton,Paul Boyton
7999,The Mummy and Miss Nitocris,George Griffith
8000,Under the Great Bear,Kirk Munroe
8001,Japan Will Turn Ablaze!,Barbara R. Sims
8002,The Secret of Divine Civilization,Abdu'l-Baha
8003,Foundations of World Unity,Abdu'l-Baha
8004,Baha'i World Faith,Abdu'l-Baha
8005,Baha'i Prayers: A Selection of Prayers Revealed by Baha'u'llah· the,Baha'u'llah· The Bab and 'Abdu'l-Baha
8006,Baha'u'llah and the New Era,J.E. Esslemont
8007,Bahiyyih Khanum,Baha'i World Centre
8008,The Advent of Divine Justice,Shoghi Effendi
8009,The Light of Divine Guidance (Volume 1),Shoghi Effendi
8010,The Light of Divine Guidance (Volume 2),Shoghi Effendi
8011,The Young Pitcher,Zane Grey
8012,Dotty Dimple's Flyaway,Sophie May
8013,Droll Stories· Volume 1,Honore de Balzac
8014,Abdu'l-Baha in London,Abdu'l-Baha
8015,Arohanui: Letters from Shoghi Effendi to New Zealand,Shoghi Effendi
8016,Baha'i Administration,Shoghi Effendi
8017,A Compilation on Baha'i Education,Research Department of the Universal House of Justice
8018,Citadel of Faith,Shoghi Effendi
8019,Deeds that Won the Empire,W. H. Fitchett
8020,Georgie,Jacob Abbott
8021,Michael McGrath· Postmaster,Ralph Connor
8022,Tom Swift and the Electronic Hydrolung,Victor Appleton
8023,His Heart's Queen,Mrs. Georgie Sheldon
8024,Grandfather's Chair,Nathaniel Hawthorne
8025,Bronchoscopy and Esophagoscopy,Chevalier Jackson
8026,The Brochure Series of Architectural Illustration· Volume 01· No. 04· April 1895,Various
8027,Diary of the Besieged Resident in Paris,Henry Labouchere
8028,Japanese Literature,Various
8029,Red Saunders' Pets and Other Critters,Henry Wallace Phillips
8030,Century of Light,Baha'i International Community
8031,Compilation on Peace,Research Department of the Universal House of Justice
8032,A Compilaton on Women,Research Department of the Universal House of Justice
8033,,
8034,Directives from the Guardian,Shoghi Effendi
8035,Dawn of a New Day,Shoghi Effendi
8036,The Early Bird,George Randolph Chester
8037,The Dead Men's Song,Champion Ingraham Hitchcock
8038,Letters from the Guardian to Australia and New Zealand,Shoghi Effendi
8039,God Passes By,Shoghi Effendi
8040,High Endeavours: Messages to Alaska,Shoghi Effendi
8041,Messages to America,Shoghi Effendi
8042,Messages to Canada,Shoghi Effendi
8043,Memorials of the Faithful,Abdu'l-Baha
8044,,
8045,Messages to the Baha'i World: 1950-1957,Shoghi Effendi
8046,One Common Faith,Baha'i International Community
8047,The Promised Day Is Come,Shoghi Effendi
8048,The Prosperity of Humankind,Baha'i International Community
8049,Paris Talks,Abdu'l-Baha
8050,The Promulgation of Universal Peace,Abdu'l-Baha
8051,The Promise of World Peace,Universal House of Justice
8052,Selections from the Writings of 'Abdu'l-Baha,Abdu'l-Baha
8053,Bohemian Days,Geo. Alfred Townsend
8054,Some Answered Questions,Abdu'l-Baha
8055,The School For Scandal,Richard Brinsley Sheridan
8056,Statement on Baha'u'llah,Baha'i International Community
8057,A Compilaton on Scholarship,Research Department of the Universal House of Justice
8058,Tablet to August Forel,Abdu'l-Baha
8059,The Outdoor Girls on Pine Island,Laura Lee Hope
8060,The Outdoor Girls at Ocean View,Laura Lee Hope
8061,Tablets of the Divine Plan,Abdu'l-Baha
8062,Unfolding Destiny,Shoghi Effendi
8063,The World Order of Baha'u'llah,Shoghi Effendi
8064,The Will And Testament of 'Abdu'l-Baha,Abdu'l-Baha
8065,Penguin Island,Anatole France
8066,A Traveler's Narrative,Abdu'l-Baha
8067,Extracts from a Journal of a Voyage of Visitation in the  Hawk·  1859,Edward Feild
8068,Dinosaurs,William Diller Matthew
8069,Raftmates,Kirk Munroe
8070,Secret History Revealed By Lady Peggy O'Malley,C. N. Williamson and A. M. Williamson
8071,The Lion of Petra,Talbot Mundy
8072,Pioneers and Founders,Charlotte Mary Yonge
8073,The Reminiscences of an Astronomer,Simon Newcomb
8074,The Zeppelin's Passenger,E. Phillips Oppenheim
8075,Happy Pollyooly,Edgar Jepson
8076,The Outdoor Girls in Florida,Laura Lee Hope
8077,Tablets of Abdul-Baha Abbas,Abdu'l-Baha
8078,The Silk-Hat Soldier,Richard le Gallienne
8079,Raphael,Estelle M. Hurll
8080,The Poems of Giacomo Leopardi,Giacomo Leopardi
8081,Lyra Heroica,Various
8082,Gallipoli Diary·  Volume I,Ian Hamilton
8083,The Outdoor Girls in the Saddle,Laura Lee Hope
8084,A Description of the Bar-and-Frame-Hive,W. Augustus Munn
8085,Early Kings of Norway,Thomas Carlyle
8086,Evolution,Theodore Graebner
8087,The Antichrist,F. W. Nietzsche
8088,The Wit and Humor of America· Volume V. (of X.),Various
8089,The Wit and Humor of America· Volume VI. (of X.),Various
8090,The Wit and Humor of America· Volume VII. (of X.),Various
8091,The Sea-Kings of Crete,James Baikie
8092,The Sunny Side of Ireland,John O'Mahony and R. Lloyd Praeger
8093,The History of Samuel Titmarsh,William Makepeace Thackeray
8094,An Apache Princess,Charles King
8095,Ceremonial of Hasjelti Dailjis and Mythical Sand Painting of the,James Stevenson
8096,Michael Angelo Buonarroti,Charles Holroyd
8097,The Story of a China Cat,Laura Lee Hope
8098,Punch· or the London Charivari· Vol. 159· December 15· 1920,Various
8099,Oscar the Detective,Harlan Page Halsey
