
11833,Men of Affairs,Roland Pertwee
11834,Work and Win,Oliver Optic
11835,Up From Slavery: An Autobiography,Booker T. Washington
11836,Punch· or the London Charivari· Vol. 146· February 25· 1914,Various
11837,Little Journeys to the Homes of the Great· Volume 7,Elbert  Hubbard
11838,Blessed Are the Meek,G.C. Edmondson
11839,Fred Fenton on the Track,Allen Chapman
11840,The Bramble Bush,Gordon Randall Garrett
11841,Captain Boldheart & the Latin-Grammar Master,Charles Dickens
11842,Out in the Forty-Five,Emily Sarah Holt
11843,The Talkative Tree,Horace Brown Fyfe
11844,The Squirrel-Cage,Dorothy Canfield
11845,Report on Surgery to the Santa Clara County Medical Society,Joseph Bradford Cox
11846,The Son of the Wolf,Jack London
11847,Mission Furniture,H. H. Windsor
11848,The Hoosier School-boy,Edward Eggleston
11849,Devotions Upon Emergent Occasions,John Donne
11850,The Coming Wave,Oliver Optic
11851,The School of Recreation (1684 edition),Robert Howlett
11852,An Essay on the Shaking Palsy,James Parkinson
11853,The Governess,Julie M. Lippmann
11854,A Little Girl in Old Quebec,Amanda Millie Douglas
11855,Select Epigrams from the Greek Anthology,Mackail· J. W. (John William)
11856,A Little Girl in Old New York,Amanda Millie Douglas
11857,A Little Girl of Long Ago,Amanda Millie Douglas
11858,The Lilac Lady,Ruth Alberta Brown
11859,Eliza,Barry Pain
11860,The History of Sir Richard Calmady,Lucas Malet
11861,At the Little Brown House,Ruth Alberta  Brown
11862,A Little Girl in Old Boston,Amanda Millie Douglas
11863,The Posthumous Works of Thomas De Quincey·  Vol. 1 (2 vols),Thomas De Quincey
11864,Cruel As The Grave,Mrs. Emma D. E. N. Southworth
11865,Chastelard· a Tragedy,Algernon Charles Swinburne
11866,The Ultimate Weapon,John Wood Campbell
11867,Scrimshaw,William Fitzgerald Jenkins
11868,The Rubaiyat of Bridge,Carolyn Wells
11869,Mother Goose or the Old Nursery Rhymes,Various
11870,Katie Robertson,Margaret E. Winslow
11871,A True Friend,Adeline Sergeant
11872,Daniel Boone,John S. C. Abbott
11873,Cry from a Far Planet,Tom Godwin
11874,Dear Enemy,Jean Webster
11875,Contemporary American Composers,Rupert Hughes
11876,The Arena,Various
11877,A Border Ruffian,Thomas A. Janvier
11878,Our Pirate Hoard,Thomas A. Janvier
11879,For The Honor Of France,Thomas A. Janvier
11880,A Temporary Dead-Lock,Thomas A. Janvier
11881,The Uncle Of An Angel,Thomas A. Janvier
11882,A Romance Of Tompkins Square,Thomas A. Janvier
11883,An Idyl Of The East Side,Thomas A. Janvier
11884,Actions and Reactions,Rudyard Kipling
11885,At Fault,Kate Chopin
11886,The Good Ship Rover,Robina F. Hardy
11887,A Newly Discovered System of Electrical Medication,Daniel Clark
11888,Punch· or the London Charivari· Vol. 146· April 22· 1914,Various
11889,La Chanson de Roland,L�on Gautier
11890,Memoir of the Proposed Territory of Arizona,Sylvester Mowry
11891,The Life Radiant,Lilian Whiting
11892,Yorke The Adventurer,Louis Becke
11893,A Sketch of the Life of the late Henry Cooper,William Cooper
11894,Under the Rebel's Reign,Charles Neufeld
11895,The Canterbury Tales· and Other Poems,Chaucer· Geoffrey & Purves· David Laing
11896,The Seed of the Toc-Toc Birds,Francis Flagg
11897,Summerfield,Day Kellogg Lee
11898,The French Prisoners of Norman Cross,Arthur Brown
11899,The Deliverance: A Romance of the Virginia Tobacco Fields,Glasgow· Ellen Anderson Gholson
11900,Talents· Incorporated,William Fitzgerald Jenkins
11901,The Flag Replaced on Sumter,William A. Spicer
11902,The Peacock and Parrot· on their Tour to Discover the Author of  The Peacock At Home ,Unknown
11903,Gala-days,Gail Hamilton
11904,Canadian Postal Guide,Various
11905,Ran Away to Sea,Mayne Reid
11906,The Heart of Arethusa,Francis Barton Fox
11907,The New York and Albany Post Road,Charles Gilbert Hine
11908,The American Credo,George Jean Nathan
11909,A Venetian June,Anna Fuller
11910,Theodore Roosevelt: An Intimate Biography,Thayer· William Roscoe
11911,The Young Man's Guide,William A. Alcott
11912,The Story of the Great War· Volume V (of 12),Churchill· Allen L. (Allen Leon) & Reynolds· Francis J. (Francis Joseph) & Miller· Francis Trevelyan
11913,The House That Jack Built and The Magpie,Anonymous
11914,Vanishing Point,C.C. Beck
11915,Little Mr. Thimblefinger and His Queer Country,Joel Chandler Harris
11916,The Voice,Margaret Deland
11917,The Teesdale Angler,R Lakeland
11918,A Little Union Scout,Joel Chandler Harris
11919,The Professional Approach,Charles Leonard Harness
11920,No Man's Land,H. C. McNeile
11921,The Relief of Mafeking,Filson Young
11922,The Bhagavad-Gita,Anonymous
11923,A New Name for the Mexican Red Bat,E. Raymond Hall
11924,The History of  Punch ,M. H. Spielmann
11925,Gold in the Sky,Alan Edward Nourse
11926,History Repeats,George Oliver Smith
11927,The Fifth Ace,Douglas Grant
11928,Old Valentines,Munson Aldrich Havens
11929,Strange Stories from History for Young People,George Cary Eggleston
11930,The Elephant's Ball· and Grand Fete Champetre,W. B.
11931,Charley de Milo,Laurence Mark Janifer AKA Larry M. Harris
11932,Bardelys the Magnificent,Rafael Sabatini
11933,Carried Off,Esme Stuart
11934,The Melting-Pot,Israel Zangwill
11935,Billie Bradley at Three Towers Hall,Janet D. Wheeler
11936,The Buckle My Shoe Picture Book,Walter Crane
11937,Bruce,Albert Payson Terhune
11938,Blue Bonnet in Boston,Caroline E. Jacobs
11939,The Little Quaker,Susan Moodie
11940,Further Adventures of Lad,Albert Payson Terhune
11941,A Matter of Proportion,Anne Walker
11942,Barometer and Weather Guide,Robert Fitzroy
11943,Dead Man's Land,George Manville Fenn
11944,How Doth the Simple Spelling Bee,Owen Wister
11945,Kiddie the Scout,Robert Leighton
11946,St. Nicholas Magazine for Boys and Girls· V. 5· April 1878,Various
11947,A Tame Surrender· A Story of The Chicago Strike,Charles King
11948,The Short Life,Francis Donovan
11949,Revolution,Dallas McCord Reynolds
11950,His Dog,Albert Payson Terhune
11951,Beyond Pandora,Robert J. Martin
11952,Instinct,George Oliver Smith
11953,The Grand Canyon of Arizona: How to See It,James· George Wharton
11954,Country Walks of a Naturalist with His Children,W. Houghton
11955,Unborn Tomorrow,Dallas McCord Reynolds
11956,The Chickens of Fowl Farm,Lena E. Barksdale
11957,Bulbs and Blossoms,Amy Le Feuvre
11958,The Golden Fleece and the Heroes who Lived Before Achilles,Padraic Colum
11959,Valerie,Frederick Marryat
11960,Chicken Little Jane,Lily Munsell Ritchie
11961,Anti-Slavery Opinions before the Year 1800,William Frederick Poole
11962,The Romance of Words (4th ed.),Ernest  Weekley
11963,Fair Italy· the Riviera and Monte Carlo,W. Cope Devereux
11964,History of the Catholic Church from the Renaissance to the French Revolution — Volume 1,MacCaffrey· James
11965,...After a Few Words...,Gordon Randall Garrett
11966,Chambers's Edinburgh Journal· No. 457,Various
11967,Story of My Life,Helen Keller
11968,The Best of the World's Classics· Restricted to Prose· Vol. VI (of X)--Great Britain and Ireland IV,Various
11969,The Book of Humorous Verse,Various
11970,Mrs. Christy's Bridge Party,Sara Ware Bassett
11971,The Renaissance,Walter Pater
11972,Esperanto Self-Taught with Phonetic Pronunciation,William W. Mann
11973,Peter the Priest,M�r J�kai
11974,Cast Away in the Cold,Isaac I. Hayes
11975,The Torch Bearer,I. T. Thurston
11976,The Man Who Lost Himself,H. De Vere Stacpoole
11977,Caleb in the Country,Jacob Abbott
11978,Imaginary Portraits,Walter Pater
11979,Moor Fires,E. H. (Emily Hilda) Young
11980,Mission Furniture,H. H. Windsor
11981,A Missionary Twig,Emma L. Burnett
11982,Those Who Smiled,Perceval Gibbon
11983,There was a King in Egypt,Norma Lorimer
11984,The Land of the Kangaroo,Thomas Wallace Knox
11985,Jewel Weed,Alice Ames Winter
11986,Eugene Oneguine [Onegin],Aleksandr Sergeevich Pushkin
11987,The World's Greatest Books· Volume 19,Various
11988,A Day at the County Fair,Alice Hale Burnett
11989,O Pioneers!,Willa Cather
11990,Stories From the Old Attic,Robert Harris
11991,Vikram and the Vampire,Richard F. Burton
11992,Miss Mackenzie,Anthony Trollope
11993,The Physical Life of Woman:,Dr. George H Napheys
11994,Confessions of a Book-Lover,Maurice Francis Egan
11995,But· I Don't Think,Gordon Randall Garrett
11996,Shadows of Shasta,Joaquin Miller
11997,The Memoirs of General Baron de Marbot,Colt· Oliver C. & Marbot· Jean-Baptiste-Antoine-Marcelin· baron de
11998,The Gods are Athirst,Anatole France
11999,Zodiac Town,Nancy Byrd Turner
12000,The Peter Pan Alphabet,Oliver Herford
12001,The Telegraph Boy,Horatio Alger· Jr.
12002,In Blue Creek Canon,Anna Chapin Ray
12003,A Masque of Days,Walter Crane
12004,Photographic Reproduction Processes,P.C. Duchochois
12005,The Golfer's Rubaiyat,H. W. Boynton
12006,Excelsior,Bret Harte
12007,Romola,George Eliot
12008,A Christmas Carol,Charles Dickens
12009,History of the United States· Volume 6 (of 6),E. Benjamin Andrews
12010,Ups and Downs in the Life of a Distressed Gentleman,William L. Stone
12011,The New Girl at St. Chad's,Angela Brazil
12012,Stories From Livy,Alfred Church
12013,Dave Porter in the Gold Fields,Edward Stratemeyer
12014,The King's Mirror,Anthony Hope
12015,The Pirates of Ersatz,Murray Leinster
12016,Myths and Legends of Christmastide,Bertha F. Herrick
12017,John Eliot's First Indian Teacher and Interpreter Cockenoe-de-Long Island and The Story of His Career from the Early Records,William Wallace Tooker
12018,The Little Lame Prince,Dinah Maria Mulock
12019,Dead Giveaway,Gordon Randall Garrett
12020,The Sayings Of Confucius,Confucius
12021,Jimmy Crow,Edith Francis Foster
12022,A History of the United States,Cecil Chesterton
12023,A Handbook of Some South Indian Grasses,Rai Bahadur K. Ranga Achariyar
12024,Damned If You Don't,Gordon Randall Garrett
12025,A History of Nursery Rhymes,Percy B. Green
12026,Dr. Johnson and His Circle,John Bailey
12027,Hidden from the Prudent,Paul Jones
12028,Heroes in Peace,John Haynes Holmes
12029,The Girls at Mount Morris,Amanda Minnie Douglas
12030,Special Messenger,Robert W. Chambers
12031,General John Regan,George A. Birmingham
12032,Vegetable Dyes,Ethel M. Mairet
12033,Textiles,William H. Dooley
12034,Bonaventure,George Washington Cable
12035,The Stewardship of the Soil,John Henry Worst
12036,A Broader Mission for Liberal Education,John Henry Worst
12037,Every Man His Own Poet,Newdigate Prizeman
12038,Chambers's Edinburgh Journal· No. 458,Various
12039,Earl Hubert's Daughter,Emily Sarah Holt
12040,Over the Rocky Mountains,R.M. Ballantyne
12041,Lincoln's Last Hours,Charles A. Leale
12042,The Five Jars,Montague Rhodes James
12043,Despoilers of the Golden Empire,Gordon Randall Garrett
12044,Critical Miscellanies (Vol. 3 of 3),John Morley
12045,The Root of Evil,Thomas Dixon
12046,The Beautiful Wretch; The Pupil of Aurelius; and The Four Macnicols,William Black
12047,Punch· or the London Charivari· Vol. 158· May 12· 1920,Various
12048,En Route,J.-K. (Joris-Karl) Huysmans
12049,The Story of Red Feather,Edward S. (Edward Sylvester) Ellis
12050,Clotelle,William Wells Brown
12051,Egocentric Orbit,John Cory
12052,Owen Clancy's Happy Trail,Burt L. Standish
12053,Cousin Henry,Anthony Trollope
12054,The Aliens,Murray Leinster
12055,For the Master's Sake,Emily Sarah Holt
12056,The New World of Islam,Lothrop Stoddard
12057,Fables in Rhyme for Little Folks,Jean de La Fontaine
12058,The Capgras Shift,Sam Vaknin
12059,A Apple Pie and Other Nursery Tales,Unknown
12060,We Didn't Do Anything Wrong· Hardly,Roger Kuykendall
12061,Make Mine Homogenized,Rick Raphael
12062,The Categories,Aristotle
12063,The Hour and the Man,Harriet Martineau
12064,As Long As You Wish,John O'Keefe
12065,Pushbutton War,Joseph P. Martino
12066,Down the Rhine,Oliver Optic
12067,A Little Book for A Little Cook,L. P. Hubbard
12068,Maw's Vacation,Emerson Hough
12069,Chambers's Edinburgh Journal· No. 459,Various
12070,Madame Bovary,Gustave Flaubert
12071,Andiron Tales,John Kendrick Bangs
12072,Xingu,Edith Wharton
12073,Autres Temps...,Edith Wharton
12074,The Long Run,Edith Wharton
12075,Mushrooms on the Moor,Frank Boreham
12076,The Measure of a Man,Randall Garrett
12077,Cliges: A Romance,Chretien de Troyes
12078,The Northern Iron,George A. Birmingham
12079,Tecumseh,Ethel T. Raymond
12080,Waring's Peril,Charles King
12081,The Ambulance Made Two Trips,William Fitzgerald Jenkins
12082,The Mutiny of the Elsinore,Jack London
12083,Disturbing Sun,Robert Shirley Richardson
12084,The Sky Trap,Frank Belknap Long
12085,The Guardians,Irving Cox
12086,Gloria Crucis,J. H. Beibitz
12087,Punch· or the London Charivari· May 27· 1914,Various
12088,Chambers's Edinburgh Journal· No. 460,Various
12089,Customs and Fashions in Old New England,Alice Morse Earle
12090,The House of Pride,Jack London
12091,The Basket of Flowers,Christoph von Schmid
12092,All Day September,Roger Kuykendall
12093,The Shepherd of Banbury's Rules to Judge of the Changes of the Weather· Grounded on Forty Years' Experience,John Claridge
12094,The Development of Embroidery in America,Candace Wheeler
12095,The Destroyers,Gordon Randall Garrett
12096,Careless Jane and Other Tales,Katharine Pyle
12097,A Little Miss Nobody,Amy Bell Marlowe
12098,Okewood of the Secret Service,Valentine Williams
12099,The Wedding Day,Hurst· J. F. (John Fletcher)
12100,The Right Knock,Helen Van-Anderson
12101,Conversion of a High Priest into a Christian Worker,Meletios Golden
12102,Oldport Days,Thomas Wentworth Higginson
12103,Alarm Clock,Everett B. Cole
12104,Lorraine,Robert W. Chambers
12105,Rollo in London,Jacob Abbott
12106,Zionism and Anti-Semitism,Max Simon Nordau
12107,A Transmutation of Muddles,Horace Brown Fyfe
12108,The Strand Magazine· Volume V· Issue 30· June 1893,Various
12109,Something Will Turn Up,David Mason
12110,Life Immovable,Kostes Palamas
12111,The First One,Herbert D. Kastle
12112,No Compromise with Slavery,William Lloyd  Garrison
12113,History of the 159th Regiment· N.Y.S.V.,Edward Duffy
12114,Victory,Lester del Rey
12115,The Tinted Venus,F. Anstey
12116,A Spaceship Named McGuire,Gordon Randall Garrett
12117,Two Poems Against Pope,Leonard Welsted
12118,My Antonia,Willa Cather
12119,American Men of Mind,Burton E. Stevenson
12120,The Eye of Osiris,R. Austin Freeman
12121,One Man's Initiation--1917,John Dos Passos
12122,Lippincott's Magazine of Popular Literature and Science· Vol. 12· No. 32· November· 1873,Various
12123,The Lost Despatch,Natalie Sumner Lincoln
12124,Breakfast Dainties,Thomas J. Murrey
12125,Punch· or the London Charivari· May 6· 1914,Various
12126,Deerbrook,Harriet Martineau
12127,The Settlers in Canada,Frederick Marryat
12128,The Comedies of William Congreve,William Congreve
12129,Poems,Frances Anne Butler
12130,The Works of Samuel Johnson· LL.D. in Nine Volumes,Samuel Johnson
12131,The Royal Guide to Wax Flower Modelling,Emma Peachey
12132,Andrew Lang's Introduction to The Compleat Angler,Andrew Lang
12133,The Tyranny of the Dark,Hamlin Garland
12134,The Untouchable,Stephen A. Kallis
12135,The Story of Eclipses,George Chambers
12136,Anecdotes of the late Samuel Johnson· LL.D.,Hesther Lynch Piozzi
12137,Mary Ware's Promised Land,Annie Fellows Johnston
12138,Time and Tide,Robert S. (Robert Stawell) Ball
12139,Grasshopper Green and the Meadow Mice,John Rae
12140,The Works of the Rev. Hugh Binning,Hugh Binning
12141,Black Bartlemy's Treasure,Jeffrey Farnol
12142,Judy of York Hill,Ethel Hume Patterson Bennett
12143,Broken Bread,Thomas Champness
12144,A Girl of the Commune,George Alfred Henty
12145,Greener Than You Think,Ward Moore
12146,Gun for Hire,Dallas McCord Reynolds
12147,The Girl Scouts' Good Turn,Edith Lavell
12148,A Bundle of Letters,Henry James
12149,Left Behind,James Otis
12150,Four Young Explorers,Oliver Optic
12151,Folkways,William Graham Sumner
12152,History of the English People· Volume VI (of 8),John Richard Green
12153,Parochial and Plain Sermons· Vol. VII (of 8),John Henry Newman
12154,The Rubaiyat of a Persian Kitten,Oliver Herford
12155,'Oh· Well· You Know How Women Are!' AND 'Isn't That Just Like a Man!',Irvin Shrewsbury Cobb
12156,The Diary of a Man of Fifty,Henry James
12157,Chambers's Edinburgh Journal· No. 461,Various
12158,Antinous: A Poem,Fernando Antonio Nogueira Pessoa
12159,A Hundred Anecdotes of Animals,Percy J. Billinghurst
12160,Punch· or the London Charivari· Vol. 146· February 4· 1914,Various
12161,Picked up at Sea,J.C. Hutcheson
12162,The Desert Home,Mayne Reid
12163,The Odyssey of Homer,Homer
12164,The Patagonia,Henry James
12165,Tom Gerrard,Louis Becke
12166,Children's Rhymes· Children's Games· Children's Songs· Children's Stories,Robert Ford
12167,The Native Soil,Alan Edward Nourse
12168,Letter of the Law,Alan Edward Nourse
12169,The Coffin Cure,Alan Edward Nourse
12170,Card Trick,Walter Bupp AKA Randall Garrett
12171,The Green Beret,Thomas Edward Purdom
12172,Essay on Man,Alexander Pope
12173,Endymion,John Keats
12174,The Creed of the Old South 1865-1915,Basil L. Gildersleeve
12175,Attrition,Jim Wannamaker
12176,Down The River,Oliver Optic
12177,Parochial and Plain Sermons· Vol. VIII (of 8),John Henry Newman
12178,Days Off,Henry Van Dyke
12179,The Bird's Christmas Carol,Kate Douglas Wiggin
12180,The Man from the Bitter Roots,Caroline Lockhart
12181,Lost Face,Jack London
12182,PRoblem,Alan Edward Nourse
12183,Christian Devotedness,Anthony Norris Groves
12184,Six days of the Irish Republic,Louis Redmond-Howard
12185,The River of Darkness,William Murray Graydon
12186,Nestlings,Ella Fraser  Weller
12187,The Cryptogram,William Murray Graydon
12188,The Forged Coupon and Other Stories,Leo Tolstoy
12189,Romantic Ballads,George Borrow
12190,The Camp in the Snow,William Murray Graydon
12191,The Highest Treason,Randall Garrett
12192,The Philadelphia Magazines and their Contributors 1741-1850,Albert Smyth
12193,American Lutheranism,Friedrich Bente
12194,The Flaming Jewel,Robert Chambers
12195,The Twenty-fifth Regiment Connecticut Volunteers in the War of the Rebellion,George P. Bissell
12196,Poetry for Poetry's Sake,A. C. Bradley
12197,Irish Ned,Samuel Fea
12198,Is Shakespeare Dead?,Mark Twain
12199,Candle and Crib,K. F. Purdon
12200,The Preacher and His Models,James Stalker
12201,The Minstrel,Lennox Amott
12202,Once a Week,Alan Alexander Milne
12203,Mystics and Saints of Islam,Claud Field
12204,The Silesian Horseherd - Questions of the Hour,Friedrich Max Mueller
12205,Roosevelt in the Bad Lands,Hermann Hagedorn
12206,Punch· or the London Charivari· May 13· 1914,Various
12207,Barchester Towers,Trollope· Anthony
12208,Tea Leaves,Various
12209,Chatterbox· 1906,Various
12210,Elementary Guide to Literary Criticism,F. V. N. Painter
12211,The Basis of Early Christian Theism,Lawrence Thomas Cole
12212,St. Winifred's,Frederic W. Farrar
12213,Donal Grant,George MacDonald
12214,Iron Making in the Olden Times,H. G. Nicholls
12215,An Old Sweetheart of Mine,James Whitcomb Riley
12216,The Life of Mrs. Robert Louis Stevenson,Nellie Van de Grift Sanchez
12217,The Privet Hedge,J. E.  Buckrose
12218,Collected Poems,Austin Dobson
12219,Margaret Tudor,Annie T. Colcock
12220,Little People: An Alphabet,T. W. H. Crosland
12221,Capitola's Peril,Mrs. E.D.E.N. Southworth
12222,The New Atlantis,Frances Bacon
12223,The Common Sense of Socialism,John Spargo
12224,Reminiscences of a Rebel,Wayland Fuller Dunaway
12225,The Story of the Outlaw,Emerson Hough
12226,Chambers's Edinburgh Journal· No. 462,Various
12227,A Boy's Voyage Round the World,The Son of Samuel Smiles
12228,Hints towards the formation of a more comprehensive theory of life.,Samuel Taylor Coleridge
12229,Emmy Lou,George Madden Martin
12230,The Choice,Edith Wharton
12231,Coming Home,Edith Wharton
12232,The Crimson Fairy Book,Various
12233,Kerfol,Edith Wharton
12234,The Triumph Of Night,Edith Wharton
12235,Land of the Burnt Thigh,Edith Eudora Kohl
12236,Wired Love,Ella Cheever Thayer
12237,Historic Boyhoods,Rupert Sargent Holland
12238,Sixty years with Plymouth Church,Stephen M. Griswold
12239,Punch· or the London Charivari· July 1· 1914,Various
12240,Punch· or the London Charivari· Vol. 146· March 25· 1914,Various
12241,The Return of Peter Grimm,David Belasco
12242,The Life of Napoleon Bonaparte,William Milligan Sloane
12243,Teddy: Her Book,Anna Chapin Ray
12244,The History of Tasmania· Volume I (of 2),John West
12245,The Song of the Sword,W. E. Henley
12246,The Defeat of Youth and Other Poems,Aldous Huxley
12247,The Voyage of the Vega round Asia and Europe· Volume I and Volume II,A.E. Nordenskieold
12248,A Disquisition on the Evils of Using Tobacco,Orin Fowler
12249,'My Beloved Poilus',Anonymous
12250,Mercenary,Dallas McCord Reynolds
12251,Practical Ethics,William DeWitt Hyde
12252,Mornings in the College Chapel,Francis Greenwood Peabody
12253,The Romance of Names,Ernest Weekley
12254,Wizard,Laurence Mark Janifer (AKA Larry M. Harris)
12255,Floyd Grandon's Honor,Amanda Minnie Douglas
12256,Mamma's Stories about Birds,Anonymous (AKA the author of  Chickseed without Chickweed )
12257,The Admiral's Caravan,Charles E. Carryl
12258,Daphne· An Autumn Pastoral,Margaret Pollock Sherwood
12259,Shock Absorber,E.G. von Wald
12260,Vigorish,Gordon Randall Garrett
12261,365 Luncheon Dishes,Anonymous
12262,Lights and Shadows in Confederate Prisons,Homer B. Sprague
12263,The Community Cook Book,Anonymous
12264,Squirrels and Other Fur-Bearers,John Burroughs
12265,Blue-Bird Weather,Robert W. Chambers
12266,The History of England from the Accession of James II.,Thomas Babington Macaulay
12267,Short Sketches from Oldest America,John Driggs
12268,Cat and Mouse,Ralph Williams
12269,The Winds of Time,James H. Schmitz
12270,The Wesleyan Methodist Pulpit in Malvern,Knowles King
12271,Hex,Laurence Mark Janifer (AKA Larry M. Harris)
12272,Punch· or the London Charivari· Vol. 104· April 22· 1893,Various
12273,Criminal Negligence,Jesse Francis McComas
12274,A Study In Scarlet,Arthur Conan Doyle
12275,The Adventures of the Chevalier De La Salle and His Companions· in Their Explorations of the Prairies· Forests· Lakes· and Rivers· of the New World· and Their Interviews with the Savage Tribes· Two Hundred Years Ago,John S. C. Abbott
12276,Catalogue of Economic Plants in the Collection of the U. S. Department of Agriculture,William Saunders
12277,The Young Lord and Other Tales,Camilla Toulmin
12278,A Sermon Preached on the Anniversary of the Boston Female Asylum for Destitute Orphans· September 25· 1835,Jonathan Mayhew Wainwright
12279,Poems: New and Old,Henry Newbolt
12280,The Price of a Soul,William Jennings Bryan
12281,The Italian Cook Book,Maria Gentile
12282,Punch· or the London Charivari· Vol. 104· April 29· 1893,Various
12283,Our Common Insects,Alpheus Spring  Packard
12284,The Burgess Animal Book for Children,Thornton W. Burgess
12285,Hollow Tree Nights and Days,Albert Bigelow Paine
12286,Punch· or the London Charivari· June 10· 1914,Various
12287,Proud and Lazy,Oliver Optic
12288,Life and Work in Benares and Kumaon· 1839-1877,James Kennedy
12289,The Forest King,Hervey Keyes
12290,The Quantum Jump,Robert Wicks
12291,Germany· Bohemia· and Hungary· Visited in 1837. Vol. II,G. R. Gleig
12292,History of the Impeachment of Andrew Johnson· President of The United States,Edmund G. Ross
12293,The Story Of Frithiof The Bold,Anonymous
12294,The Story Of Gunnlaug The Worm-Tongue And Raven The Skald,Anonymous
12295,Fifty years with the Revere Copper Co.,S. T. Snow
12296,Iole,Robert W. Chambers
12297,Princess Zara,Ross Beeckman
12298,Our Fathers Have Told Us,John Ruskin
12299,The Story of the Mormons,William Alexander Linn
12300,Nights With Uncle Remus,Joel Chandler Harris
12301,Peggy-Alone,Mary Agnes Byrne
12302,The Wit and Humor of America· Volume VIII (of X),Various
12303,The Wit and Humor of America· Volume IX (of X),Various
12304,The Wit and Humor of America· Volume X (of X),Various
12305,Four Americans,Henry A. Beers
12306,Anything You Can Do ...,Gordon Randall Garrett
12307,The Last Penny and Other Stories,T. S. Arthur
12308,From Fort Henry to Corinth,Manning Ferguson Force
12309,Pirates,Anonymous
12310,Surgical Anatomy,Joseph Maclise
12311,The Stoker's Catechism,W. J. Connor
12312,Report on the Department of Ports and Harbours for the Year 1890-1891,Department of Ports and Harbours
12313,An Australian Lassie,Lilian Turner
12314,Out Like a Light,Gordon Randall Garrett
12315,John Corwell· Sailor And Miner; and· Poisonous Fish,Louis Becke
12316,Queen Summer,Walter Crane
12317,Letters on England,Voltaire
12318,Bones,Edgar Wallace
12319,The Blue Wall,Richard Washburn Child
12320,Nights,Elizabeth Robins Pennell
12321,Punch· or the London Charivari· Vol. 146· June 17· 1914,Various
12322,Across the Spanish Main,Harry Collingwood
12323,Fathers of Biology,Charles McRae
12324,France and England in North America· Part VII: A Half-Century of Conflict· Vol 1,Francis Parkman
12325,Still Jim,Honore Willsie Morrow
12326,The Lost Princess of Oz,L. Frank Baum
12327,An Enemy of the People,Henrik Ibsen
12328,Kari the Elephant,Dhan Gopal Mukerji
12329,Third class in Indian railways,Mahatma Gandhi
12330,Jack and Jill and Old Dame Gill,Unknown
12331,The Supplies for the Confederate Army,Caleb Huse
12332,Eminent Victorians,Lytton Strachey
12333,Japhet in Search of a Father,Frederick Marryat
12334,Tobacco; Its History· Varieties· Culture· Manufacture and Commerce,E. R. Billings
12335,The Heroic Women of Early Indiana Methodism: An Address Delivered Before the Indiana Methodist Historical Society,Thomas Aiken Goodwin
12336,The Cat and the Mouse,Neill· John R. (John Rea) & James· Hartwell
12337,The Nursery· January 1873· Vol. XIII.,Various
12338,The Nursery· February 1873· Vol. XIII.,Various
12339,The Nursery· March 1873· Vol. XIII.,Various
12340,The Nursery· April 1873· Vol. XIII.,Various
12341,The Nursery· May 1873· Vol. XIII. ,Various
12342,The Nursery· June 1873· Vol. XIII.,Various
12343,Unknown,Flipper· Henry Ossian
12344,Zip· the Adventures of a Frisky Fox Terrier,Frances Trego Montgomery
12345,The Justice of the King,Hamilton Drummond
12346,The Journal of Negro History· Volume 7· 1922,Various
12347,A Floral Fantasy in an Old English Garden,Walter Crane
12348,The Story of Pocahontas and Captain John Smith,E. Boyd Smith
12349,Rollo in Naples,Jacob Abbott
12350,Little White Fox and his Arctic Friends,Roy J. Snell
12351,The Common Law,Oliver Wendell Holmes· Jr.
12352,The Continental Monthly· Vol. 6· No. 6· December 1864,Various
12353,Critical Miscellanies (Vol. 2 of 3),John Morley
12354,The Boy Who Knew What The Birds Said,Padraic Colum
12355,The Spirit of Lafayette,James Mott  Hallowell
12356,The Golden Judge,Nathaniel Gordon
12357,Making A Rock Garden,Henry Sherman Adams
12358,Memoirs of the Life of Sir Walter Scott· Volume I (of 10),John Gibson Lockhart
12359,Memoirs of the Life of Sir Walter Scott· Volume V (of 10),John Gibson Lockhart
12360,The Green Carnation,Robert Smythe Hichens
12361,Boyhood,Leo Tolstoy
12362,Shakespeare's Lost Years in London· 1586-1592,Arthur Acheson
12363,Owen Hartley; or· Ups and Downs,William H. G. Kingston
12364,The Boy Slaves,Mayne Reid
12365,The Greville Memoirs (Second Part),Charles C. F. Greville
12366,The Forest of Dean,H. G. Nicholls
12367,Essays on early ornithology and kindred subjects,James R. McClymont
12368,Christianity As A Mystical Fact,Rudolf Steiner
12369,In the Mist of the Mountains,Ethel Turner
12370,Caught In The Net,Emile Gaboriau
12371,The Production of Vinegar from Honey,Gerard W Bancks
12372,Cricket at the Seashore,Elizabeth Westyn Timlow
12373,The Crystal Hunters,George Manville Fenn
12374,Accidental Death,Peter Baily
12375,Memoirs of Extraordinary Popular Delusions and the Madness of Crowds,Charles Mackay
12376,The Story of Rouen,Sir Theodore Andrea Cook
12377,Shavings,Joseph C. Lincoln
12378,Harbor Tales Down North,Norman Duncan
12379,In Case of Fire,Gordon Randall Garrett
12380,The Black Phantom,Leo Edward Miller
12381,The Young Maiden,A. B. (Artemas Bowers) Muzzey
12382,The Idea of a University Defined and Illustrated: In Nine,John Henry Newman
12383,Have We No Rights?,Mabel Williamson
12384,The Unnecessary Man,Gordon Randall Garrett
12385,On the Tree Top,Clara Doty Bates
